,Origin,Destination
4478,"('Kao Liao', 'Nakhon Sawan')","('Pho Thale', 'Phichit')"
4479,"('Takhli', 'Nakhon Sawan')","('Nong Muang', 'Lopburi')"
4480,"('Takhli', 'Nakhon Sawan')","('Ban Mi', 'Lopburi')"
4481,"('Takhli', 'Nakhon Sawan')","('In Buri', 'Sing Buri')"
4482,"('Takhli', 'Nakhon Sawan')","('Mueang Chai Nat', 'Chai Nat')"
4483,"('Takhli', 'Nakhon Sawan')","('Manorom', 'Chai Nat')"
4484,"('Takhli', 'Nakhon Sawan')","('Sapphaya', 'Chai Nat')"
4485,"('Takhli', 'Nakhon Sawan')","('Phayuha Hkiri', 'Nakhon Sawan')"
4486,"('Takhli', 'Nakhon Sawan')","('Tak Fa', 'Nakhon Sawan')"
4487,"('Tha Tako', 'Nakhon Sawan')","('Mueang Nakhon Sawan', 'Nakhon Sawan')"
4488,"('Tha Tako', 'Nakhon Sawan')","('Chum Saeng', 'Nakhon Sawan')"
4489,"('Tha Tako', 'Nakhon Sawan')","('Nong Bua', 'Nakhon Sawan')"
4490,"('Tha Tako', 'Nakhon Sawan')","('Phaisali', 'Nakhon Sawan')"
4491,"('Tha Tako', 'Nakhon Sawan')","('Phayuha Hkiri', 'Nakhon Sawan')"
4492,"('Tha Tako', 'Nakhon Sawan')","('Tak Fa', 'Nakhon Sawan')"
4493,"('Phaisali', 'Nakhon Sawan')","('Nong Muang', 'Lopburi')"
4494,"('Phaisali', 'Nakhon Sawan')","('Khok Charoen', 'Lopburi')"
4495,"('Phaisali', 'Nakhon Sawan')","('Nong Bua', 'Nakhon Sawan')"
4496,"('Phaisali', 'Nakhon Sawan')","('Tha Tako', 'Nakhon Sawan')"
4497,"('Phaisali', 'Nakhon Sawan')","('Tak Fa', 'Nakhon Sawan')"
4498,"('Phaisali', 'Nakhon Sawan')","('Wichian Buri', 'Phetchabun')"
4499,"('Phaisali', 'Nakhon Sawan')","('Bueng Sam Phan', 'Phetchabun')"
4500,"('Phayuha Hkiri', 'Nakhon Sawan')","('Manorom', 'Chai Nat')"
4501,"('Phayuha Hkiri', 'Nakhon Sawan')","('Mueang Nakhon Sawan', 'Nakhon Sawan')"
4502,"('Phayuha Hkiri', 'Nakhon Sawan')","('Krok Phra', 'Nakhon Sawan')"
4503,"('Phayuha Hkiri', 'Nakhon Sawan')","('Takhli', 'Nakhon Sawan')"
4504,"('Phayuha Hkiri', 'Nakhon Sawan')","('Tha Tako', 'Nakhon Sawan')"
4505,"('Phayuha Hkiri', 'Nakhon Sawan')","('Tak Fa', 'Nakhon Sawan')"
4506,"('Phayuha Hkiri', 'Nakhon Sawan')","('Mueang Uthai Thani', 'Uthai Thani')"
4507,"('Lat Yao', 'Nakhon Sawan')","('Mueang Nakhon Sawan', 'Nakhon Sawan')"
4508,"('Lat Yao', 'Nakhon Sawan')","('Krok Phra', 'Nakhon Sawan')"
4509,"('Lat Yao', 'Nakhon Sawan')","('Banphot Phisai', 'Nakhon Sawan')"
4510,"('Lat Yao', 'Nakhon Sawan')","('Mae Wong', 'Nakhon Sawan')"
4511,"('Lat Yao', 'Nakhon Sawan')","('Chum Ta Bong', 'Nakhon Sawan')"
4512,"('Lat Yao', 'Nakhon Sawan')","('Thap Than', 'Uthai Thani')"
4513,"('Lat Yao', 'Nakhon Sawan')","('Sawang Arom', 'Uthai Thani')"
4514,"('Lat Yao', 'Nakhon Sawan')","('Khanu Woralaksaburi', 'Kamphaeng Phet')"
4515,"('Tak Fa', 'Nakhon Sawan')","('Nong Muang', 'Lopburi')"
4516,"('Tak Fa', 'Nakhon Sawan')","('Ban Mi', 'Lopburi')"
4517,"('Tak Fa', 'Nakhon Sawan')","('Takhli', 'Nakhon Sawan')"
4518,"('Tak Fa', 'Nakhon Sawan')","('Tha Tako', 'Nakhon Sawan')"
4519,"('Tak Fa', 'Nakhon Sawan')","('Phaisali', 'Nakhon Sawan')"
4520,"('Tak Fa', 'Nakhon Sawan')","('Phayuha Hkiri', 'Nakhon Sawan')"
4521,"('Mae Wong', 'Nakhon Sawan')","('Lat Yao', 'Nakhon Sawan')"
4522,"('Mae Wong', 'Nakhon Sawan')","('Mae Pern', 'Nakhon Sawan')"
4523,"('Mae Wong', 'Nakhon Sawan')","('Chum Ta Bong', 'Nakhon Sawan')"
4524,"('Mae Wong', 'Nakhon Sawan')","('Ban Rai', 'Uthai Thani')"
4525,"('Mae Wong', 'Nakhon Sawan')","('Lan Sak', 'Uthai Thani')"
4526,"('Mae Wong', 'Nakhon Sawan')","('Khanu Woralaksaburi', 'Kamphaeng Phet')"
4527,"('Mae Wong', 'Nakhon Sawan')","('Pang Sila Thong', 'Kamphaeng Phet')"
4528,"('Mae Wong', 'Nakhon Sawan')","('Um Phang', 'Tak')"
4529,"('Mae Pern', 'Nakhon Sawan')","('Mae Wong', 'Nakhon Sawan')"
4530,"('Mae Pern', 'Nakhon Sawan')","('Chum Ta Bong', 'Nakhon Sawan')"
4531,"('Mae Pern', 'Nakhon Sawan')","('Ban Rai', 'Uthai Thani')"
4532,"('Mae Pern', 'Nakhon Sawan')","('Lan Sak', 'Uthai Thani')"
4533,"('Chum Ta Bong', 'Nakhon Sawan')","('Lat Yao', 'Nakhon Sawan')"
4534,"('Chum Ta Bong', 'Nakhon Sawan')","('Mae Wong', 'Nakhon Sawan')"
4535,"('Chum Ta Bong', 'Nakhon Sawan')","('Mae Pern', 'Nakhon Sawan')"
4536,"('Chum Ta Bong', 'Nakhon Sawan')","('Sawang Arom', 'Uthai Thani')"
4537,"('Chum Ta Bong', 'Nakhon Sawan')","('Lan Sak', 'Uthai Thani')"
4538,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Kamphaeng Saen', 'Nakhon Pathom')"
4539,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Nakhon Chai Si', 'Nakhon Pathom')"
4540,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Ban Phaeo', 'Samut Sakhon')"
4541,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Don Tum', 'Nakhon Pathom')"
4542,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Sam Phran', 'Nakhon Pathom')"
4543,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Ban Pong', 'Ratchaburi')"
4544,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Bang Phae', 'Ratchaburi')"
4545,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Photharam', 'Ratchaburi')"
4546,"('mueang Nakhon Pathom', 'Nakhon Pathom')","('Tha Maka', 'Kanchanaburi')"
4547,"('Kamphaeng Saen', 'Nakhon Pathom')","('Song Phi Nong', 'Suphan Buri')"
4548,"('Kamphaeng Saen', 'Nakhon Pathom')","('mueang Nakhon Pathom', 'Nakhon Pathom')"
4549,"('Kamphaeng Saen', 'Nakhon Pathom')","('Don Tum', 'Nakhon Pathom')"
4550,"('Kamphaeng Saen', 'Nakhon Pathom')","('Bang Len', 'Nakhon Pathom')"
4551,"('Kamphaeng Saen', 'Nakhon Pathom')","('Ban Pong', 'Ratchaburi')"
4552,"('Kamphaeng Saen', 'Nakhon Pathom')","('Tha Maka', 'Kanchanaburi')"
4553,"('Kamphaeng Saen', 'Nakhon Pathom')","('Phanom Thuan', 'Kanchanaburi')"
4554,"('Nakhon Chai Si', 'Nakhon Pathom')","('Sai Noi', 'Nonthaburi')"
4555,"('Nakhon Chai Si', 'Nakhon Pathom')","('mueang Nakhon Pathom', 'Nakhon Pathom')"
4556,"('Nakhon Chai Si', 'Nakhon Pathom')","('Krathum Baen', 'Samut Sakhon')"
4557,"('Nakhon Chai Si', 'Nakhon Pathom')","('Don Tum', 'Nakhon Pathom')"
4558,"('Nakhon Chai Si', 'Nakhon Pathom')","('Bang Len', 'Nakhon Pathom')"
4559,"('Nakhon Chai Si', 'Nakhon Pathom')","('Sam Phran', 'Nakhon Pathom')"
4560,"('Nakhon Chai Si', 'Nakhon Pathom')","('Phutthamonthon', 'Nakhon Pathom')"
4561,"('Don Tum', 'Nakhon Pathom')","('mueang Nakhon Pathom', 'Nakhon Pathom')"
4562,"('Don Tum', 'Nakhon Pathom')","('Kamphaeng Saen', 'Nakhon Pathom')"
4563,"('Don Tum', 'Nakhon Pathom')","('Nakhon Chai Si', 'Nakhon Pathom')"
4564,"('Don Tum', 'Nakhon Pathom')","('Bang Len', 'Nakhon Pathom')"
4565,"('Bang Len', 'Nakhon Pathom')","('Lat Bua Luang', 'Phra Nakhon Si Ayutthaya')"
4566,"('Bang Len', 'Nakhon Pathom')","('Bang Sai', 'Phra Nakhon Si Ayutthaya')"
4567,"('Bang Len', 'Nakhon Pathom')","('Bang Yai', 'Nonthaburi')"
4568,"('Bang Len', 'Nakhon Pathom')","('Sai Noi', 'Nonthaburi')"
4569,"('Bang Len', 'Nakhon Pathom')","('Song Phi Nong', 'Suphan Buri')"
4570,"('Bang Len', 'Nakhon Pathom')","('Kamphaeng Saen', 'Nakhon Pathom')"
4571,"('Bang Len', 'Nakhon Pathom')","('Nakhon Chai Si', 'Nakhon Pathom')"
4572,"('Bang Len', 'Nakhon Pathom')","('Don Tum', 'Nakhon Pathom')"
4573,"('Bang Len', 'Nakhon Pathom')","('Phutthamonthon', 'Nakhon Pathom')"
4574,"('Sam Phran', 'Nakhon Pathom')","('Nong Khaem', 'Bangkok')"
4575,"('Sam Phran', 'Nakhon Pathom')","('Bang Khae', 'Bangkok')"
4576,"('Sam Phran', 'Nakhon Pathom')","('Thawi Watthana', 'Bangkok')"
4577,"('Sam Phran', 'Nakhon Pathom')","('Bang Kruai', 'Nonthaburi')"
4578,"('Sam Phran', 'Nakhon Pathom')","('Bang Yai', 'Nonthaburi')"
4579,"('Sam Phran', 'Nakhon Pathom')","('mueang Nakhon Pathom', 'Nakhon Pathom')"
4580,"('Sam Phran', 'Nakhon Pathom')","('Nakhon Chai Si', 'Nakhon Pathom')"
4581,"('Sam Phran', 'Nakhon Pathom')","('Krathum Baen', 'Samut Sakhon')"
4582,"('Sam Phran', 'Nakhon Pathom')","('Ban Phaeo', 'Samut Sakhon')"
4583,"('Sam Phran', 'Nakhon Pathom')","('Phutthamonthon', 'Nakhon Pathom')"
4584,"('Sam Phran', 'Nakhon Pathom')","('Bang Phae', 'Ratchaburi')"
4585,"('Phutthamonthon', 'Nakhon Pathom')","('Thawi Watthana', 'Bangkok')"
4586,"('Phutthamonthon', 'Nakhon Pathom')","('Bang Kruai', 'Nonthaburi')"
4587,"('Phutthamonthon', 'Nakhon Pathom')","('Bang Yai', 'Nonthaburi')"
4588,"('Phutthamonthon', 'Nakhon Pathom')","('Bang Bua Thong', 'Nonthaburi')"
4589,"('Phutthamonthon', 'Nakhon Pathom')","('Sai Noi', 'Nonthaburi')"
4590,"('Phutthamonthon', 'Nakhon Pathom')","('Nakhon Chai Si', 'Nakhon Pathom')"
4591,"('Phutthamonthon', 'Nakhon Pathom')","('Bang Len', 'Nakhon Pathom')"
4592,"('Phutthamonthon', 'Nakhon Pathom')","('Sam Phran', 'Nakhon Pathom')"
4593,"('Mueang Chachoengsao', 'Chachoengsao')","('Nong Chok', 'Bangkok')"
4594,"('Mueang Chachoengsao', 'Chachoengsao')","('Lat Krabang', 'Bangkok')"
4595,"('Mueang Chachoengsao', 'Chachoengsao')","('Bang Bo', 'Samut Prakan')"
4596,"('Mueang Chachoengsao', 'Chachoengsao')","('Bang Sao Thong', 'Samut Prakan')"
4597,"('Mueang Chachoengsao', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4598,"('Mueang Chachoengsao', 'Chachoengsao')","('Bang Nam Priao', 'Chachoengsao')"
4599,"('Mueang Chachoengsao', 'Chachoengsao')","('Bang Pakong', 'Chachoengsao')"
4600,"('Mueang Chachoengsao', 'Chachoengsao')","('Ban Pho', 'Chachoengsao')"
4601,"('Mueang Chachoengsao', 'Chachoengsao')","('Khlong Khuean', 'Chachoengsao')"
4602,"('Bang Khla', 'Chachoengsao')","('Mueang Chachoengsao', 'Chachoengsao')"
4603,"('Bang Khla', 'Chachoengsao')","('Bang Nam Priao', 'Chachoengsao')"
4604,"('Bang Khla', 'Chachoengsao')","('Ban Pho', 'Chachoengsao')"
4605,"('Bang Khla', 'Chachoengsao')","('Phanom Sarakham', 'Chachoengsao')"
4606,"('Bang Khla', 'Chachoengsao')","('Ratchasan', 'Chachoengsao')"
4607,"('Bang Khla', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4608,"('Bang Khla', 'Chachoengsao')","('Ban Sang', 'Prachin Buri')"
4609,"('Bang Khla', 'Chachoengsao')","('Khlong Khuean', 'Chachoengsao')"
4610,"('Bang Nam Priao', 'Chachoengsao')","('Ongkharak', 'Nakhon Nayok')"
4611,"('Bang Nam Priao', 'Chachoengsao')","('Nong Chok', 'Bangkok')"
4612,"('Bang Nam Priao', 'Chachoengsao')","('Lam Luk Ka', 'Pathum Thani')"
4613,"('Bang Nam Priao', 'Chachoengsao')","('Mueang Chachoengsao', 'Chachoengsao')"
4614,"('Bang Nam Priao', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4615,"('Bang Nam Priao', 'Chachoengsao')","('Ban Sang', 'Prachin Buri')"
4616,"('Bang Nam Priao', 'Chachoengsao')","('Khlong Khuean', 'Chachoengsao')"
4617,"('Bang Pakong', 'Chachoengsao')","('Bang Bo', 'Samut Prakan')"
4618,"('Bang Pakong', 'Chachoengsao')","('Mueang Chon Buri', 'Chonburi')"
4619,"('Bang Pakong', 'Chachoengsao')","('Phan Thong', 'Chonburi')"
4620,"('Bang Pakong', 'Chachoengsao')","('Mueang Chachoengsao', 'Chachoengsao')"
4621,"('Bang Pakong', 'Chachoengsao')","('Ban Pho', 'Chachoengsao')"
4622,"('Ban Pho', 'Chachoengsao')","('Bang Bo', 'Samut Prakan')"
4623,"('Ban Pho', 'Chachoengsao')","('Phan Thong', 'Chonburi')"
4624,"('Ban Pho', 'Chachoengsao')","('Phanat Nikhom', 'Chonburi')"
4625,"('Ban Pho', 'Chachoengsao')","('Mueang Chachoengsao', 'Chachoengsao')"
4626,"('Ban Pho', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4627,"('Ban Pho', 'Chachoengsao')","('Bang Pakong', 'Chachoengsao')"
4628,"('Ban Pho', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4629,"('Ban Pho', 'Chachoengsao')","('Khlong Khuean', 'Chachoengsao')"
4630,"('Phanom Sarakham', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4631,"('Phanom Sarakham', 'Chachoengsao')","('Ratchasan', 'Chachoengsao')"
4632,"('Phanom Sarakham', 'Chachoengsao')","('Sanam Chai Khet', 'Chachoengsao')"
4633,"('Phanom Sarakham', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4634,"('Phanom Sarakham', 'Chachoengsao')","('Ban Sang', 'Prachin Buri')"
4635,"('Phanom Sarakham', 'Chachoengsao')","('Si Maha Phot', 'Prachin Buri')"
4636,"('Phanom Sarakham', 'Chachoengsao')","('Si Mahosot', 'Prachin Buri')"
4637,"('Ratchasan', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4638,"('Ratchasan', 'Chachoengsao')","('Phanom Sarakham', 'Chachoengsao')"
4639,"('Ratchasan', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4640,"('Ratchasan', 'Chachoengsao')","('Ban Sang', 'Prachin Buri')"
4641,"('Ratchasan', 'Chachoengsao')","('Si Mahosot', 'Prachin Buri')"
4642,"('Sanam Chai Khet', 'Chachoengsao')","('Khao Chakan', 'Sa Kaeo')"
4643,"('Sanam Chai Khet', 'Chachoengsao')","('Phanom Sarakham', 'Chachoengsao')"
4644,"('Sanam Chai Khet', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4645,"('Sanam Chai Khet', 'Chachoengsao')","('Tha Takiap', 'Chachoengsao')"
4646,"('Sanam Chai Khet', 'Chachoengsao')","('Si Maha Phot', 'Prachin Buri')"
4647,"('Sanam Chai Khet', 'Chachoengsao')","('Ko Chan', 'Chonburi')"
4648,"('Sanam Chai Khet', 'Chachoengsao')","('Kabin Buri', 'Prachin Buri')"
4649,"('Pleang Yao', 'Chachoengsao')","('Phanat Nikhom', 'Chonburi')"
4650,"('Pleang Yao', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4651,"('Pleang Yao', 'Chachoengsao')","('Ban Pho', 'Chachoengsao')"
4652,"('Pleang Yao', 'Chachoengsao')","('Phanom Sarakham', 'Chachoengsao')"
4653,"('Pleang Yao', 'Chachoengsao')","('Ratchasan', 'Chachoengsao')"
4654,"('Pleang Yao', 'Chachoengsao')","('Sanam Chai Khet', 'Chachoengsao')"
4655,"('Pleang Yao', 'Chachoengsao')","('Tha Takiap', 'Chachoengsao')"
4656,"('Pleang Yao', 'Chachoengsao')","('Ko Chan', 'Chonburi')"
4657,"('Tha Takiap', 'Chachoengsao')","('Wang Nam Yen', 'Sa Kaeo')"
4658,"('Tha Takiap', 'Chachoengsao')","('Khao Chakan', 'Sa Kaeo')"
4659,"('Tha Takiap', 'Chachoengsao')","('Wang Sombun', 'Sa Kaeo')"
4660,"('Tha Takiap', 'Chachoengsao')","('Kaeng Hang Maeo', 'Chanthaburi')"
4661,"('Tha Takiap', 'Chachoengsao')","('Sanam Chai Khet', 'Chachoengsao')"
4662,"('Tha Takiap', 'Chachoengsao')","('Pleang Yao', 'Chachoengsao')"
4663,"('Tha Takiap', 'Chachoengsao')","('Bo Thong', 'Chonburi')"
4664,"('Tha Takiap', 'Chachoengsao')","('Ko Chan', 'Chonburi')"
4665,"('Tha Takiap', 'Chachoengsao')","('Khao Chamao', 'Rayong')"
4666,"('Khlong Khuean', 'Chachoengsao')","('Mueang Chachoengsao', 'Chachoengsao')"
4667,"('Khlong Khuean', 'Chachoengsao')","('Bang Khla', 'Chachoengsao')"
4668,"('Khlong Khuean', 'Chachoengsao')","('Bang Nam Priao', 'Chachoengsao')"
4669,"('Khlong Khuean', 'Chachoengsao')","('Ban Pho', 'Chachoengsao')"
4670,"('Khlong Khuean', 'Chachoengsao')","('Ban Sang', 'Prachin Buri')"
4671,"('Mueang Phuket', 'Phuket')","('Kathu', 'Phuket')"
4672,"('Mueang Phuket', 'Phuket')","('Thalang', 'Phuket')"
4673,"('Kathu', 'Phuket')","('Mueang Phuket', 'Phuket')"
4674,"('Kathu', 'Phuket')","('Thalang', 'Phuket')"
4675,"('Thalang', 'Phuket')","('Takua Thung', 'Phang Nga')"
4676,"('Thalang', 'Phuket')","('Mueang Phuket', 'Phuket')"
4677,"('Thalang', 'Phuket')","('Kathu', 'Phuket')"
4678,"('Kuchinarai', 'Kalasin')","('Phon Thong', 'Roi Et')"
4679,"('Kuchinarai', 'Kalasin')","('Pho Chai', 'Roi Et')"
4680,"('Kuchinarai', 'Kalasin')","('Nong Phok', 'Roi Et')"
4681,"('Kuchinarai', 'Kalasin')","('Khao Wong', 'Kalasin')"
4682,"('Kuchinarai', 'Kalasin')","('Huai Phueng', 'Kalasin')"
4683,"('Kuchinarai', 'Kalasin')","('Na Khu', 'Kalasin')"
4684,"('Kuchinarai', 'Kalasin')","('Don Chan', 'Kalasin')"
4685,"('Kuchinarai', 'Kalasin')","('Khamcha-i', 'Mukdahan')"
4686,"('Kuchinarai', 'Kalasin')","('Moei Wadi', 'Roi Et')"
4687,"('Kuchinarai', 'Kalasin')","('Na Mon', 'Kalasin')"
4688,"('Kuchinarai', 'Kalasin')","('Nong Sung', 'Mukdahan')"
4689,"('Khao Wong', 'Kalasin')","('Kuchinarai', 'Kalasin')"
4690,"('Khao Wong', 'Kalasin')","('Na Khu', 'Kalasin')"
4691,"('Khao Wong', 'Kalasin')","('Don Tan', 'Mukdahan')"
4692,"('Khao Wong', 'Kalasin')","('Khamcha-i', 'Mukdahan')"
4693,"('Yang Talat', 'Kalasin')","('Huai Mek', 'Kalasin')"
4694,"('Yang Talat', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4695,"('Yang Talat', 'Kalasin')","('Khong Chai', 'Kalasin')"
4696,"('Yang Talat', 'Kalasin')","('Kosum Phisai', 'Maha Sarakham')"
4697,"('Yang Talat', 'Kalasin')","('Kantharawichai', 'Maha Sarakham')"
4698,"('Yang Talat', 'Kalasin')","('Chiang Yuen', 'Maha Sarakham')"
4699,"('Yang Talat', 'Kalasin')","('Chuen Chom', 'Maha Sarakham')"
4700,"('Yang Talat', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4701,"('Yang Talat', 'Kalasin')","('Kamalasai', 'Kalasin')"
4702,"('Huai Mek', 'Kalasin')","('Kranuan', 'Khon Kaen')"
4703,"('Huai Mek', 'Kalasin')","('Sam Sung', 'Khon Kaen')"
4704,"('Huai Mek', 'Kalasin')","('Yang Talat', 'Kalasin')"
4705,"('Huai Mek', 'Kalasin')","('Tha Khantho', 'Kalasin')"
4706,"('Huai Mek', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4707,"('Huai Mek', 'Kalasin')","('Chiang Yuen', 'Maha Sarakham')"
4708,"('Huai Mek', 'Kalasin')","('Chuen Chom', 'Maha Sarakham')"
4709,"('Sahatsakhan', 'Kalasin')","('Kham Muang', 'Kalasin')"
4710,"('Sahatsakhan', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4711,"('Sahatsakhan', 'Kalasin')","('Somdet', 'Kalasin')"
4712,"('Sahatsakhan', 'Kalasin')","('Sam Chai', 'Kalasin')"
4713,"('Sahatsakhan', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4714,"('Sahatsakhan', 'Kalasin')","('Na Mon', 'Kalasin')"
4715,"('Kham Muang', 'Kalasin')","('Wang Sam Mo', 'Udon Thani')"
4716,"('Kham Muang', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4717,"('Kham Muang', 'Kalasin')","('Somdet', 'Kalasin')"
4718,"('Kham Muang', 'Kalasin')","('Sam Chai', 'Kalasin')"
4719,"('Kham Muang', 'Kalasin')","('Kut Bak', 'Sakon Nakhon')"
4720,"('Kham Muang', 'Kalasin')","('Nikhom Nam un', 'Sakon Nakhon')"
4721,"('Kham Muang', 'Kalasin')","('Phu Phan', 'Sakon Nakhon')"
4722,"('Tha Khantho', 'Kalasin')","('Kranuan', 'Khon Kaen')"
4723,"('Tha Khantho', 'Kalasin')","('Kumphawapi', 'Udon Thani')"
4724,"('Tha Khantho', 'Kalasin')","('Si That', 'Udon Thani')"
4725,"('Tha Khantho', 'Kalasin')","('Wang Sam Mo', 'Udon Thani')"
4726,"('Tha Khantho', 'Kalasin')","('Huai Mek', 'Kalasin')"
4727,"('Tha Khantho', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4728,"('Tha Khantho', 'Kalasin')","('Sam Chai', 'Kalasin')"
4729,"('Nong Kung Si', 'Kalasin')","('Kranuan', 'Khon Kaen')"
4730,"('Nong Kung Si', 'Kalasin')","('Wang Sam Mo', 'Udon Thani')"
4731,"('Nong Kung Si', 'Kalasin')","('Yang Talat', 'Kalasin')"
4732,"('Nong Kung Si', 'Kalasin')","('Huai Mek', 'Kalasin')"
4733,"('Nong Kung Si', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4734,"('Nong Kung Si', 'Kalasin')","('Tha Khantho', 'Kalasin')"
4735,"('Nong Kung Si', 'Kalasin')","('Sam Chai', 'Kalasin')"
4736,"('Nong Kung Si', 'Kalasin')","('Chuen Chom', 'Maha Sarakham')"
4737,"('Nong Kung Si', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4738,"('Somdet', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4739,"('Somdet', 'Kalasin')","('Kham Muang', 'Kalasin')"
4740,"('Somdet', 'Kalasin')","('Huai Phueng', 'Kalasin')"
4741,"('Somdet', 'Kalasin')","('Kut Bak', 'Sakon Nakhon')"
4742,"('Somdet', 'Kalasin')","('Phu Phan', 'Sakon Nakhon')"
4743,"('Somdet', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4744,"('Somdet', 'Kalasin')","('Na Mon', 'Kalasin')"
4745,"('Huai Phueng', 'Kalasin')","('Kuchinarai', 'Kalasin')"
4746,"('Huai Phueng', 'Kalasin')","('Somdet', 'Kalasin')"
4747,"('Huai Phueng', 'Kalasin')","('Na Khu', 'Kalasin')"
4748,"('Huai Phueng', 'Kalasin')","('Phu Phan', 'Sakon Nakhon')"
4749,"('Huai Phueng', 'Kalasin')","('Na Mon', 'Kalasin')"
4750,"('Sam Chai', 'Kalasin')","('Wang Sam Mo', 'Udon Thani')"
4751,"('Sam Chai', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4752,"('Sam Chai', 'Kalasin')","('Kham Muang', 'Kalasin')"
4753,"('Sam Chai', 'Kalasin')","('Tha Khantho', 'Kalasin')"
4754,"('Sam Chai', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4755,"('Na Khu', 'Kalasin')","('Kuchinarai', 'Kalasin')"
4756,"('Na Khu', 'Kalasin')","('Khao Wong', 'Kalasin')"
4757,"('Na Khu', 'Kalasin')","('Huai Phueng', 'Kalasin')"
4758,"('Na Khu', 'Kalasin')","('Tao Ngoi', 'Sakon Nakhon')"
4759,"('Na Khu', 'Kalasin')","('Phu Phan', 'Sakon Nakhon')"
4760,"('Na Khu', 'Kalasin')","('Don Tan', 'Mukdahan')"
4761,"('Don Chan', 'Kalasin')","('Pho Chai', 'Roi Et')"
4762,"('Don Chan', 'Kalasin')","('Kuchinarai', 'Kalasin')"
4763,"('Don Chan', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4764,"('Don Chan', 'Kalasin')","('Na Mon', 'Kalasin')"
4765,"('Don Chan', 'Kalasin')","('Kamalasai', 'Kalasin')"
4766,"('Don Chan', 'Kalasin')","('Rong Kham', 'Kalasin')"
4767,"('Khong Chai', 'Kalasin')","('Mueang Maha Sarakham', 'Maha Sarakham')"
4768,"('Khong Chai', 'Kalasin')","('Yang Talat', 'Kalasin')"
4769,"('Khong Chai', 'Kalasin')","('Kantharawichai', 'Maha Sarakham')"
4770,"('Khong Chai', 'Kalasin')","('Mueang Roi Et', 'Roi Et')"
4771,"('Khong Chai', 'Kalasin')","('Changhan', 'Roi Et')"
4772,"('Khong Chai', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4773,"('Khong Chai', 'Kalasin')","('Kamalasai', 'Kalasin')"
4774,"('Mueang Kalasin', 'Kalasin')","('Pho Chai', 'Roi Et')"
4775,"('Mueang Kalasin', 'Kalasin')","('Yang Talat', 'Kalasin')"
4776,"('Mueang Kalasin', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4777,"('Mueang Kalasin', 'Kalasin')","('Nong Kung Si', 'Kalasin')"
4778,"('Mueang Kalasin', 'Kalasin')","('Somdet', 'Kalasin')"
4779,"('Mueang Kalasin', 'Kalasin')","('Don Chan', 'Kalasin')"
4780,"('Mueang Kalasin', 'Kalasin')","('Khong Chai', 'Kalasin')"
4781,"('Mueang Kalasin', 'Kalasin')","('Na Mon', 'Kalasin')"
4782,"('Mueang Kalasin', 'Kalasin')","('Kamalasai', 'Kalasin')"
4783,"('Mueang Kalasin', 'Kalasin')","('Rong Kham', 'Kalasin')"
4784,"('Na Mon', 'Kalasin')","('Pho Chai', 'Roi Et')"
4785,"('Na Mon', 'Kalasin')","('Kuchinarai', 'Kalasin')"
4786,"('Na Mon', 'Kalasin')","('Sahatsakhan', 'Kalasin')"
4787,"('Na Mon', 'Kalasin')","('Somdet', 'Kalasin')"
4788,"('Na Mon', 'Kalasin')","('Huai Phueng', 'Kalasin')"
4789,"('Na Mon', 'Kalasin')","('Don Chan', 'Kalasin')"
