,original_tuple,destination_tuple,distance
981,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('เมืองนครนายก', 'นครนายก')",25.4 km
982,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('ปากพลี', 'นครนายก')",20.1 km
983,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('บ้านสร้าง', 'ปราจีนบุรี')",25.2 km
984,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('ประจันตคาม', 'ปราจีนบุรี')",19.8 km
985,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('ศรีมหาโพธิ', 'ปราจีนบุรี')",23.9 km
986,"('เมืองปราจีนบุรี', 'ปราจีนบุรี')","('ศรีมโหสถ', 'ปราจีนบุรี')",22.2 km
987,"('กบินทร์บุรี', 'ปราจีนบุรี')","('เมืองสระแก้ว', 'สระแก้ว')",50.1 km
988,"('กบินทร์บุรี', 'ปราจีนบุรี')","('เขาฉกรรจ์', 'สระแก้ว')",72.4 km
989,"('กบินทร์บุรี', 'ปราจีนบุรี')","('สนามชัยเขต', 'ฉะเชิงเทรา')",52.3 km
990,"('กบินทร์บุรี', 'ปราจีนบุรี')","('ประจันตคาม', 'ปราจีนบุรี')",35.9 km
991,"('กบินทร์บุรี', 'ปราจีนบุรี')","('ศรีมหาโพธิ', 'ปราจีนบุรี')",29.6 km
992,"('กบินทร์บุรี', 'ปราจีนบุรี')","('นาดี', 'ปราจีนบุรี')",28.6 km
993,"('นาดี', 'ปราจีนบุรี')","('เมืองสระแก้ว', 'สระแก้ว')",60.3 km
994,"('นาดี', 'ปราจีนบุรี')","('ประจันตคาม', 'ปราจีนบุรี')",39.1 km
995,"('นาดี', 'ปราจีนบุรี')","('กบินทร์บุรี', 'ปราจีนบุรี')",27.0 km
996,"('นาดี', 'ปราจีนบุรี')","('ครบุรี', 'นครราชสีมา')",115 km
997,"('นาดี', 'ปราจีนบุรี')","('ปากช่อง', 'นครราชสีมา')",131 km
998,"('นาดี', 'ปราจีนบุรี')","('วังน้ำเขียว', 'นครราชสีมา')",54.8 km
999,"('ศรีมโหสถ', 'ปราจีนบุรี')","('พนมสารคาม', 'ฉะเชิงเทรา')",23.5 km
1000,"('ศรีมโหสถ', 'ปราจีนบุรี')","('ราชสาส์น', 'ฉะเชิงเทรา')",23.6 km
1001,"('ศรีมโหสถ', 'ปราจีนบุรี')","('บ้านสร้าง', 'ปราจีนบุรี')",28.9 km
1002,"('ศรีมโหสถ', 'ปราจีนบุรี')","('ศรีมหาโพธิ', 'ปราจีนบุรี')",16.8 km
1003,"('ศรีมโหสถ', 'ปราจีนบุรี')","('เมืองปราจีนบุรี', 'ปราจีนบุรี')",22.0 km
1004,"('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')","('กาญจนดิษฐ์', 'สุราษฎร์ธานี')",18.4 km
1005,"('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')","('ท่าฉาง', 'สุราษฎร์ธานี')",26.6 km
1006,"('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')","('บ้านนาสาร', 'สุราษฎร์ธานี')",42.5 km
1007,"('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')","('พุนพิน', 'สุราษฎร์ธานี')",13.7 km
1008,"('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')","('บ้านนาเดิม', 'สุราษฎร์ธานี')",38.9 km
1009,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('สิชล', 'นครศรีธรรมราช')",58.9 km
1010,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('ขนอม', 'นครศรีธรรมราช')",56.0 km
1011,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('นบพิตำ', 'นครศรีธรรมราช')",103 km
1012,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('เมืองสุราษฎร์ธานี', 'สุราษฎร์ธานี')",18.5 km
1013,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('ดอนสัก', 'สุราษฎร์ธานี')",46.1 km
1014,"('กาญจนดิษฐ์', 'สุราษฎร์ธานี')","('บ้านนาสาร', 'สุราษฎร์ธานี')",52.6 km
1015,"('ดอนสัก', 'สุราษฎร์ธานี')","('สิชล', 'นครศรีธรรมราช')",58.0 km
1016,"('ดอนสัก', 'สุราษฎร์ธานี')","('ขนอม', 'นครศรีธรรมราช')",29.9 km
1017,"('ดอนสัก', 'สุราษฎร์ธานี')","('กาญจนดิษฐ์', 'สุราษฎร์ธานี')",46.2 km
1018,"('ดอนสัก', 'สุราษฎร์ธานี')","('เกาะสมุย', 'สุราษฎร์ธานี')",39.8 km
1019,"('เกาะสมุย', 'สุราษฎร์ธานี')","('ขนอม', 'นครศรีธรรมราช')",59.4 km
1020,"('เกาะสมุย', 'สุราษฎร์ธานี')","('ดอนสัก', 'สุราษฎร์ธานี')",40.5 km
1021,"('ไชยา', 'สุราษฎร์ธานี')","('ท่าชนะ', 'สุราษฎร์ธานี')",25.9 km
1022,"('ไชยา', 'สุราษฎร์ธานี')","('ท่าฉาง', 'สุราษฎร์ธานี')",13.5 km
1023,"('ท่าชนะ', 'สุราษฎร์ธานี')","('ไชยา', 'สุราษฎร์ธานี')",24.8 km
1024,"('ท่าชนะ', 'สุราษฎร์ธานี')","('ท่าฉาง', 'สุราษฎร์ธานี')",36.5 km
1025,"('ท่าชนะ', 'สุราษฎร์ธานี')","('ละแม', 'ชุมพร')",27.4 km
1026,"('ท่าชนะ', 'สุราษฎร์ธานี')","('พะโต๊ะ', 'ชุมพร')",96.1 km
1027,"('ท่าชนะ', 'สุราษฎร์ธานี')","('กะเปอร์', 'ระนอง')",147 km
1028,"('คีรีรัฐนิคม', 'สุราษฎร์ธานี')","('บ้านตาขุน', 'สุราษฎร์ธานี')",21.4 km
1029,"('คีรีรัฐนิคม', 'สุราษฎร์ธานี')","('พนม', 'สุราษฎร์ธานี')",33.1 km
1030,"('คีรีรัฐนิคม', 'สุราษฎร์ธานี')","('พุนพิน', 'สุราษฎร์ธานี')",38.7 km
1031,"('คีรีรัฐนิคม', 'สุราษฎร์ธานี')","('เคียนซา', 'สุราษฎร์ธานี')",53.5 km
1032,"('คีรีรัฐนิคม', 'สุราษฎร์ธานี')","('วิภาวดี', 'สุราษฎร์ธานี')",27.9 km
1033,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('คุระบุรี', 'พังงา')",138 km
1034,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('คีรีรัฐนิคม', 'สุราษฎร์ธานี')",20.7 km
1035,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('พนม', 'สุราษฎร์ธานี')",13.2 km
1036,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('ท่าฉาง', 'สุราษฎร์ธานี')",69.8 km
1037,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('วิภาวดี', 'สุราษฎร์ธานี')",47.3 km
1038,"('บ้านตาขุน', 'สุราษฎร์ธานี')","('สุขสำราญ', 'ระนอง')",160 km
1039,"('พนม', 'สุราษฎร์ธานี')","('ปลายพระยา', 'กระบี่')",60.2 km
1040,"('พนม', 'สุราษฎร์ธานี')","('เมืองพังงา', 'พังงา')",69.6 km
1041,"('พนม', 'สุราษฎร์ธานี')","('กะปง', 'พังงา')",75.7 km
1042,"('พนม', 'สุราษฎร์ธานี')","('ตะกั่วป่า', 'พังงา')",78.9 km
1043,"('พนม', 'สุราษฎร์ธานี')","('คุระบุรี', 'พังงา')",125 km
1044,"('พนม', 'สุราษฎร์ธานี')","('ทับปุด', 'พังงา')",46.4 km
1045,"('พนม', 'สุราษฎร์ธานี')","('คีรีรัฐนิคม', 'สุราษฎร์ธานี')",32.6 km
1046,"('พนม', 'สุราษฎร์ธานี')","('บ้านตาขุน', 'สุราษฎร์ธานี')",12.2 km
1047,"('พนม', 'สุราษฎร์ธานี')","('พระแสง', 'สุราษฎร์ธานี')",89.6 km
